#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=webanno.custom.SentenceLink|referenceRelation|referenceType


#Text=Первый раз столкнулся с препаратом когда лечили бабушку, уже довольно пожилая и возможно по-старости ее последнее время беспокоила гипертония.
4-15	533-534	и	_	_	_	_	
4-16	535-536	к	_	_	_	_	
4-17	537-542	моему	_	_	_	_	
4-18	543-552	удивлению	_	_	_	_	
4-19	553-556	мне	_	_	_	_	
4-20	557-560	был	_	_	_	_	
4-21	561-569	прописан	_	_	_	_	
4-22	570-578	кавинтон	*[3]	Drugname[3]	_	_	
4-23	579-584	форте	*[3]	Drugname[3]	_	_	
4-24	584-585	.	_	_	_	_	

#Text=Около недели принимал препарат и бросил, началась бессонница и тахикардия, мне он не подошел.
5-1	586-591	Около	_	_	*->3-1	INF[3]	
5-2	592-598	недели	_	_	*->3-1	INF[3]	
5-3	599-607	принимал	_	_	*->3-1	INF[3]	
5-4	608-616	препарат	_	_	*->3-1	INF[3]	
5-5	617-618	и	_	_	*->3-1	INF[3]	
5-6	619-625	бросил	_	_	*->3-1	INF[3]	
5-7	625-626	,	_	_	*->3-1	INF[3]	
5-8	627-635	началась	_	_	*->3-1	INF[3]	
5-9	636-646	бессонница	*	ADR	*->3-1	INF[3]	
5-10	647-648	и	_	_	*->3-1	INF[3]	
5-11	649-659	тахикардия	*	ADR	*->3-1	INF[3]	
5-12	659-660	,	_	_	*->3-1	INF[3]	
5-13	661-664	мне	_	_	*->3-1	INF[3]	
5-14	665-667	он	_	_	*->3-1	INF[3]	
5-15	668-670	не	_	_	*->3-1	INF[3]	
5-16	671-678	подошел	_	_	*->3-1	INF[3]	
5-17	678-679	.	_	_	*->3-1	INF[3]	

#Text=Воздействия, кроме побочного явления я не почувствовал.
6-1	680-691	Воздействия	_	_	*->1-1	INF[1]	
6-2	691-692	,	_	_	*->1-1	INF[1]	
6-3	693-698	кроме	_	_	*->1-1	INF[1]	
6-4	699-708	побочного	_	_	*->1-1	INF[1]	
6-5	709-716	явления	_	_	*->1-1	INF[1]	
6-6	717-718	я	_	_	*->1-1	INF[1]	
6-7	719-721	не	_	_	*->1-1	INF[1]	
6-8	722-734	почувствовал	_	_	*->1-1	INF[1]	
6-9	734-735	.	_	_	*->1-1	INF[1]	

#Text=К удивлению у моего кума были проблеммы с ЦНС и он лечился тоже кавинтоном, очень помог ему.
7-1	736-737	К	_	_	*->4-1	EF[4]	
7-2	738-747	удивлению	_	_	*->4-1	EF[4]	
7-3	748-749	у	_	_	*->4-1	EF[4]	
7-4	750-755	моего	_	_	*->4-1	EF[4]	
7-5	756-760	кума	_	_	*->4-1	EF[4]	
7-6	761-765	были	_	_	*->4-1	EF[4]	
7-7	766-775	проблеммы	*[4]	DI[4]	*->4-1	EF[4]	
7-8	776-777	с	*[4]	DI[4]	*->4-1	EF[4]	
7-9	778-781	ЦНС	*[4]	DI[4]	*->4-1	EF[4]	
7-10	782-783	и	_	_	*->4-1	EF[4]	
7-11	784-786	он	_	_	*->4-1	EF[4]	
7-12	787-794	лечился	_	_	*->4-1	EF[4]	
7-13	795-799	тоже	_	_	*->4-1	EF[4]	
7-14	800-810	кавинтоном	*	Drugname	*->4-1	EF[4]	
7-15	810-811	,	_	_	*->4-1	EF[4]	
7-16	812-817	очень	_	_	*->4-1	EF[4]	
7-17	818-823	помог	_	_	*->4-1	EF[4]	
7-18	824-827	ему	_	_	*->4-1	EF[4]	
7-19	827-828	.	_	_	*->4-1	EF[4]	

#Text=Так что даже и незнаю как оценить правильно препарат, мне не дал результата, хотя моим знакомым и помог.
8-1	829-832	Так	_	_	_	_	
8-2	833-836	что	_	_	_	_	
8-3	837-841	даже	_	_	_	_	
8-4	842-843	и	_	_	_	_	
8-5	844-850	незнаю	_	_	_	_	
8-6	851-854	как	_	_	_	_	
8-7	855-862	оценить	_	_	_	_	
8-8	863-872	правильно	_	_	_	_	
8-9	873-881	препарат	_	_	_	_	
8-10	881-882	,	_	_	_	_	
8-11	883-886	мне	_	_	_	_	
8-12	887-889	не	_	_	_	_	
8-13	890-893	дал	_	_	_	_	
8-14	894-904	результата	_	_	_	_	
8-15	904-905	,	_	_	_	_	
8-16	906-910	хотя	_	_	_	_	
8-17	911-915	моим	_	_	_	_	
8-18	916-924	знакомым	_	_	_	_	
8-19	925-926	и	_	_	_	_	
8-20	927-932	помог	_	_	_	_	
8-21	932-933	.	_	_	_	_	

#Text=Отзыв оставляю отрицательным, так как препарат дал побочные симптомы.
9-1	934-939	Отзыв	_	_	_	_	
9-2	940-948	оставляю	_	_	_	_	
9-3	949-962	отрицательным	_	_	_	_	
9-4	962-963	,	_	_	_	_	
9-5	964-967	так	_	_	_	_	
9-6	968-971	как	_	_	_	_	
9-7	972-980	препарат	_	_	_	_	
9-8	981-984	дал	_	_	_	_	
9-9	985-993	побочные	_	_	_	_	
9-10	994-1002	симптомы	_	_	_	_	
9-11	1002-1003	.	_	_	_	_	

#Text=Общее впечатление : Серьезный препарат.
10-1	1004-1009	Общее	_	_	_	_	
10-2	1010-1021	впечатление	_	_	_	_	
10-3	1022-1023	:	_	_	_	_	
10-4	1024-1033	Серьезный	_	_	_	_	
10-5	1034-1042	препарат	_	_	_	_	
10-6	1042-1043	.	_	_	_	_	

#Text=RATING 3 NOTE
11-1	1044-1050	RATING	_	_	_	_	
11-2	1051-1052	3	_	_	_	_	
11-3	1053-1057	NOTE	_	_	_	_	
