synset_id,sense_id,sense_term
2990-N,2990-N-111923,СПИРТ
2990-N,2990-N-111197,СБРОЖЕННЫЙ СПИРТ
2990-N,2990-N-115104,ВИННЫЙ СПИРТ
9655-N,9655-N-120679,БРОНХИАЛЬНЫЙ АСТМА
8776-N,8776-N-116383,ОТИТ
142973-N,142973-N-714593,ДРЕНАЖ РАНА
142973-N,142973-N-103452,ДРЕНАЖ
142973-N,142973-N-670595,МЕДИЦИНСКИЙ ДРЕНАЖ
8058-N,8058-N-100305,АЗАРТНЫЙ ИГРА
109020-N,109020-N-216538,КАНДИДОЗНЫЙ СТОМАТИТ
109020-N,109020-N-142403,МОЛОЧНИЦА
110643-N,110643-N-678558,СТРЕССОВЫЙ СИНДРОМ
110643-N,110643-N-125200,ПСИХОЛОГИЧЕСКИЙ СТРЕСС
110643-N,110643-N-120865,СТРЕСС
110643-N,110643-N-125201,СТРЕССОВЫЙ РЕАКЦИЯ
110643-N,110643-N-120870,СТРЕССОВЫЙ СОСТОЯНИЕ
151317-N,151317-N-157785,ШОК
108134-N,108134-N-157785,ШОК
108134-N,108134-N-721406,ШОКОВЫЙ СОСТОЯНИЕ
108134-N,108134-N-721408,НЕРВНЫЙ ШОК
108134-N,108134-N-153775,СОСТОЯНИЕ ШОК
113147-N,113147-N-712441,ЧУВСТВО ГОЛОД
113147-N,113147-N-136180,ГОЛОД
113147-N,113147-N-744910,ЖЕЛАНИЕ ПОЕСТЬ
113147-N,113147-N-747569,ОЩУЩЕНИЕ ГОЛОД
113147-N,113147-N-744911,ПОТРЕБНОСТЬ В ЕДА
113147-N,113147-N-198228,ПУСТОЙ ЖЕЛУДОК
113147-N,113147-N-198227,ПУСТОТА В ЖЕЛУДОК
112290-N,112290-N-707763,ОТСЛОЕНИЕ
112290-N,112290-N-145738,ОТСЛОЙКА
112290-N,112290-N-145735,ОТСЛАИВАНИЕ
127554-N,127554-N-689420,ОБЛЫСЕНИЕ
155110-N,155110-N-762797,ТРАВМАТИЧЕСКИЙ АМПУТАЦИЯ
155110-N,155110-N-762796,ПОТЕРЯ КОНЕЧНОСТЬ
115742-N,115742-N-146874,ПЕРФОРАЦИЯ
115742-N,115742-N-198721,ПЕРФОРИРОВАНИЕ
2283-N,2283-N-736273,ХРОНИЧЕСКИЙ ТЕЧЕНИЕ
2283-N,2283-N-114105,ХРОНИЧЕСКИЙ БОЛЕЗНЬ
2283-N,2283-N-114106,ХРОНИЧЕСКИЙ ЗАБОЛЕВАНИЕ
130761-N,130761-N-181508,ОЛИГОФРЕН
130761-N,130761-N-690912,ИМБЕЦИЛ
130761-N,130761-N-181509,ДАУН
130761-N,130761-N-181510,ДЕБИЛ
130761-N,130761-N-191268,ДЕБИЛКА
139743-N,139743-N-208412,ДЕЗОРИЕНТАЦИЯ
3949-N,3949-N-188706,ПСИХИЧЕСКИЙ НЕЗДОРОВЬЕ
3949-N,3949-N-188703,ПСИХИЧЕСКИЙ НАРУШЕНИЕ
3949-N,3949-N-110238,ПСИХИЧЕСКИЙ ЗАБОЛЕВАНИЕ
3949-N,3949-N-188707,ПСИХИЧЕСКИЙ НЕДУГ
3949-N,3949-N-188704,ПСИХИЧЕСКИЙ НЕДОСТАТОК
3949-N,3949-N-188709,ПСИХИЧЕСКИЙ ОТКЛОНЕНИЕ
3949-N,3949-N-122221,ПСИХИЧЕСКИЙ БОЛЕЗНЬ
3949-N,3949-N-165265,ПСИХЗАБОЛЕВАНИЕ
3949-N,3949-N-679012,ОТКЛОНЕНИЕ В ПСИХИКА
3949-N,3949-N-107564,НЕРВНО-ПСИХИЧЕСКИЙ РАССТРОЙСТВО
3949-N,3949-N-118804,НЕРВНО-ПСИХИЧЕСКИЙ ОТКЛОНЕНИЕ
3949-N,3949-N-118991,НЕРВНЫЙ РАССТРОЙСТВО
3949-N,3949-N-760473,ДУШЕВНЫЙ РАССТРОЙСТВО
3949-N,3949-N-103477,ДУШЕВНЫЙ ЗАБОЛЕВАНИЕ
3949-N,3949-N-103475,ДУШЕВНЫЙ БОЛЕЗНЬ
3949-N,3949-N-688926,ПСИХОПАТОЛОГИЯ
3949-N,3949-N-669629,РАССТРОЙСТВО ПСИХИКА
3949-N,3949-N-105825,ПСИХОНЕВРОЛОГИЧЕСКИЙ РАССТРОЙСТВО
3949-N,3949-N-110256,ПСИХОНЕВРОЛОГИЧЕСКИЙ ЗАБОЛЕВАНИЕ
3949-N,3949-N-115532,ПСИХОЛОГИЧЕСКИЙ РАССТРОЙСТВО
3949-N,3949-N-110241,ПСИХИЧЕСКИЙ РАССТРОЙСТВО
144734-N,144734-N-174613,ОЖИРЕНИЕ
110633-N,110633-N-709493,СТРИГУЩИЙ ЛИШАЙ
110633-N,110633-N-141582,ЛИШАЙ
141543-N,141543-N-671781,ДЕМЕНЦИЯ
141543-N,141543-N-111573,СЛАБОУМИЕ
8802-N,8802-N-116593,ПОЧЕЧНЫЙ НЕДОСТАТОЧНОСТЬ
8802-N,8802-N-119723,ПОЧЕЧНЫЙ КОЛИКА
8153-N,8153-N-134884,ВОРОВКА
8153-N,8153-N-193747,ВОРИШКА
8153-N,8153-N-102015,ВОР
8153-N,8153-N-193746,ВОРЬЕ
8153-N,8153-N-170933,ВОРЮГА
8153-N,8153-N-115735,РАСХИТИТЕЛЬ
138944-N,138944-N-205583,ЗАКРЫТЫЙ ПЕРЕЛОМ
118723-N,118723-N-187990,ОХРИПЛОСТЬ
118723-N,118723-N-673745,ХРИПОТЦА
118723-N,118723-N-157002,ХРИПЛОСТЬ
137821-N,137821-N-202575,ПОЛОВОЙ СОЗРЕВАНИЕ
137821-N,137821-N-202576,ПУБЕРТАТ
137821-N,137821-N-202578,ПУБЕРТАТНЫЙ ПЕРИОД
8705-N,8705-N-116192,КАТАРАКТА
114597-N,114597-N-744098,ВЕСЬ НА НЕРВ
114597-N,114597-N-744099,СПЛОШНОЙ КОМОК НЕРВ
114597-N,114597-N-207737,НЕРВОЗНОСТЬ
114597-N,114597-N-731050,НЕРВОЗНЫЙ СОСТОЯНИЕ
114597-N,114597-N-166708,НЕРВНОСТЬ
114597-N,114597-N-143599,НЕРВНЫЙ СОСТОЯНИЕ
114597-N,114597-N-707765,НА ВЗВОД
114597-N,114597-N-744097,КОМОК НЕРВ
114597-N,114597-N-727241,ВЗВИНЧЕННОСТЬ
114597-N,114597-N-727239,ВЗВИНЧЕННЫЙ СОСТОЯНИЕ
125685-N,125685-N-749379,НЕУРАВНОВЕШЕННОСТЬ
125685-N,125685-N-210253,СЛАБОНЕРВНОСТЬ
125685-N,125685-N-170799,ВОЗБУДИМОСТЬ
125685-N,125685-N-166708,НЕРВНОСТЬ
125685-N,125685-N-207737,НЕРВОЗНОСТЬ
132107-N,132107-N-196844,ДЕСТАБИЛЬНОСТЬ
132107-N,132107-N-167193,ШАТКОСТЬ
132107-N,132107-N-167195,НЕУСТОЙЧИВОСТЬ
132107-N,132107-N-735172,НЕСТОЙКОСТЬ К ВОЗДЕЙСТВИЕ
132107-N,132107-N-741970,НЕСТОЙКОСТЬ
132107-N,132107-N-203716,НЕСТАБИЛЬНОСТЬ
123742-N,123742-N-746017,ЗЫБКОСТЬ
123742-N,123742-N-179336,ВАЛКОСТЬ
123742-N,123742-N-756655,КАК КАРТОЧНЫЙ ДОМИК
123742-N,123742-N-167195,НЕУСТОЙЧИВОСТЬ
123742-N,123742-N-167193,ШАТКОСТЬ
127152-N,127152-N-203289,НЕПРОХОДИМОСТЬ
127152-N,127152-N-174312,НЕПРОХОДИМОСТЬ КИШЕЧНИК
127152-N,127152-N-750318,КИШЕЧНЫЙ НЕПРОХОДИМОСТЬ
118489-N,118489-N-133770,БОЛЕЗНЕННОСТЬ
119945-N,119945-N-187607,ОСЛАБЕЛОСТЬ
119945-N,119945-N-153116,СЛАБОСТЬ
119945-N,119945-N-133770,БОЛЕЗНЕННОСТЬ
109543-N,109543-N-172817,ЗАПОРНЫЙ УСТРОЙСТВО
109543-N,109543-N-738850,ЗАПИРАЮЩИЙ УСТРОЙСТВО
109543-N,109543-N-738849,ЗАТВОРНЫЙ УСТРОЙСТВО
109543-N,109543-N-751760,ЗАПОРНЫЙ МЕХАНИЗМ
109543-N,109543-N-138325,ЗАПОР
109543-N,109543-N-138536,ЗАТВОР
132005-N,132005-N-213298,ЗАПОР КИШЕЧНИК
132005-N,132005-N-184216,ЗАДЕРЖКА СТУЛ
132005-N,132005-N-138325,ЗАПОР
109331-N,109331-N-158000,ЭКЗЕМА
109331-N,109331-N-709494,МОКНУЩИЙ ЛИШАЙ
114041-N,114041-N-688947,ПРЕДУПРЕДИТЕЛЬНЫЙ МЕРА
114041-N,114041-N-150386,ПРОФИЛАКТИКА
133318-N,133318-N-187499,ОДЫШКА
117176-N,117176-N-152790,СИМУЛИРОВАНИЕ
117176-N,117176-N-152792,СИМУЛЯЦИЯ
111367-N,111367-N-157981,ЭГОИЗМ
111367-N,111367-N-152547,СЕБЯЛЮБИЕ
111367-N,111367-N-177969,ЭГОИСТИЧНОСТЬ
124767-N,124767-N-208508,ПЛОДОВЫЙ САХАР
124767-N,124767-N-169131,ФРУКТОЗА
124767-N,124767-N-208507,ФРУКТОВЫЙ САХАР
149960-N,149960-N-150651,ПЯТНО
149960-N,149960-N-137886,ЗАГРЯЗНЕНИЕ
149960-N,149960-N-729582,ГРЯЗНЫЙ ПЯТНО
149960-N,149960-N-729583,ПЯТНО ГРЯЗЬ
107013-N,107013-N-137886,ЗАГРЯЗНЕНИЕ
107013-N,107013-N-163855,МАРАНЬЕ
75-N,75-N-103718,ЗАГРЯЗНЕНИЕ ТЕРРИТОРИЯ
75-N,75-N-103717,ЗАГРЯЗНЕНИЕ СРЕДА
75-N,75-N-103716,ЗАГРЯЗНЕНИЕ ПРИРОДА
75-N,75-N-117539,ЗАГРЯЗНЕНИЕ ОКРУЖАЮЩИЙ СРЕДА
75-N,75-N-137886,ЗАГРЯЗНЕНИЕ
75-N,75-N-114470,ЭКОЛОГИЧЕСКИЙ ЗАГРЯЗНЕНИЕ
75-N,75-N-114450,ЭКОЛОГИЧЕСКИЙ ОПАСНОСТЬ
75-N,75-N-108076,ОПАСНЫЙ ЗАГРЯЗНЕНИЕ
75-N,75-N-212720,ЗАГРЯЗНЕННОСТЬ ОКРУЖАЮЩИЙ СРЕДА
75-N,75-N-116595,АНТРОПОГЕННЫЙ ЗАГРЯЗНЕНИЕ
75-N,75-N-103715,ЗАГРЯЗНЕНИЕ ОКРУЖАЮЩИЙ ПРИРОДНЫЙ СРЕДА
115780-N,115780-N-137886,ЗАГРЯЗНЕНИЕ
152477-N,152477-N-722670,ПОТЕРЯ ВЕС
152477-N,152477-N-722672,СНИЖЕНИЕ ВЕС
152477-N,152477-N-741728,ПОТЕРЯ В ВЕС
152477-N,152477-N-741729,СНИЖЕНИЕ МАССА
109284-N,109284-N-155276,ТРАХЕИТ
110367-N,110367-N-196872,ДИАРЕЯ
110367-N,110367-N-736569,ЖИДКИЙ СТУЛ
110367-N,110367-N-148244,ПОНОС
110367-N,110367-N-722697,РАССТРОЙСТВО СТУЛ
133856-N,133856-N-188711,РЕЧЕВОЙ НАРУШЕНИЕ
133856-N,133856-N-182520,ДЕФЕКТ РЕЧЬ
133856-N,133856-N-188702,НАРУШЕНИЕ РЕЧЬ
133856-N,133856-N-741559,РАССТРОЙСТВО РЕЧЬ
133856-N,133856-N-741560,РЕЧЕВОЙ РАССТРОЙСТВО
7860-N,7860-N-104790,КЕСАРЕВ СЕЧЕНИЕ
7860-N,7860-N-124960,ЧРЕВОСЕЧЕНИЕ
6259-N,6259-N-105720,ЛЕЙКОЗ
6259-N,6259-N-111164,МИЕЛОМНЫЙ БОЛЕЗНЬ
6259-N,6259-N-110529,РАКА КРОВЬ
6259-N,6259-N-100899,БЕЛОКРОВИЕ
6259-N,6259-N-105719,ЛЕЙКЕМИЯ
127566-N,127566-N-175295,ПАРКИНСОНИЗМ
127566-N,127566-N-175294,БОЛЕЗНЬ ПАРКИНСОН
119648-N,119648-N-738212,ЗАКРЫТОСТЬ
119648-N,119648-N-171645,МАЛООБЩИТЕЛЬНОСТЬ
119648-N,119648-N-171647,НЕКОММУНИКАБЕЛЬНОСТЬ
119648-N,119648-N-159948,ЗАМКНУТОСТЬ
119648-N,119648-N-171643,НЕОБЩИТЕЛЬНОСТЬ
108448-N,108448-N-148048,ПОЛИП
108448-N,108448-N-698331,МОРСКОЙ ПОЛИП
128086-N,128086-N-725862,ПОЛИП СЛИЗИСТЫЙ ОБОЛОЧКА
128086-N,128086-N-148048,ПОЛИП
134231-N,134231-N-742634,ЧИХАНЬЕ
134231-N,134231-N-189768,ЧИХАНИЕ
9415-N,9415-N-726677,ВОСПАЛЕНИЕ ПОЧКА
9415-N,9415-N-121633,НЕФРИТ
111127-N,111127-N-121633,НЕФРИТ
125806-N,125806-N-743172,ВЫЗДОРОВЛЕНИЕ БОЛЬНОЙ
125806-N,125806-N-196150,ВЫЗДОРАВЛИВАНИЕ
125806-N,125806-N-196153,ИЗЛЕЧИВАНИЕ
125806-N,125806-N-163498,ИСЦЕЛЕНИЕ
125806-N,125806-N-756407,ПОПРАВЛЕНИЕ ЗДОРОВЬЕ
125806-N,125806-N-148306,ПОПРАВЛЕНИЕ
125806-N,125806-N-148305,ПОПРАВКА
125806-N,125806-N-743173,ИСЦЕЛЕНИЕ БОЛЬНОЙ
125806-N,125806-N-196151,ВЫЗДОРОВЛЕНИЕ
125806-N,125806-N-104130,ИЗЛЕЧЕНИЕ
137082-N,137082-N-199709,ЧЕШУЙЧАТЫЙ ЛИШАЙ
137082-N,137082-N-199708,ПСОРИАЗ
5177-N,5177-N-692024,ИНТЕНСИВНЫЙ ТЕРАПИЯ
5177-N,5177-N-750100,РЕАНИМАЦИЯ БОЛЬНОЙ
5177-N,5177-N-173466,РЕАНИМИРОВАНИЕ
5177-N,5177-N-750098,РЕАНИМАЦИЯ ПОСТРАДАВШИЙ
5177-N,5177-N-750097,РЕАНИМАЦИЯ ПАЦИЕНТ
5177-N,5177-N-142041,МЕДИЦИНСКИЙ РЕАНИМАЦИЯ
5177-N,5177-N-110638,РЕАНИМАЦИЯ
5177-N,5177-N-750096,КУРС ИНТЕНСИВНЫЙ ТЕРАПИЯ
148341-N,148341-N-110638,РЕАНИМАЦИЯ
147707-N,147707-N-110638,РЕАНИМАЦИЯ
147707-N,147707-N-715013,РЕАНИМАЦИОННЫЙ ОТДЕЛЕНИЕ
147707-N,147707-N-715012,ОТДЕЛЕНИЕ РЕАНИМАЦИЯ
147707-N,147707-N-719811,ОТДЕЛЕНИЕ ИНТЕНСИВНЫЙ ТЕРАПИЯ
7393-N,7393-N-119840,АРТЕРОСКЛЕРОЗ
7393-N,7393-N-124857,АРТЕРИОСКЛЕРОЗ
7393-N,7393-N-124858,АТЕРОСКЛЕРОЗ
2951-N,2951-N-100952,БЕШЕНСТВО
2951-N,2951-N-117572,ВОДОБОЯЗНЬ
111434-N,111434-N-158272,ЯРОСТЬ
111434-N,111434-N-100952,БЕШЕНСТВО
111434-N,111434-N-745941,ЧУВСТВО БЕШЕНСТВО
111434-N,111434-N-166450,СИЛЬНЫЙ ГНЕВ
136571-N,136571-N-700672,ПЕРВЕРСИЯ
136571-N,136571-N-745460,СЕКСУАЛЬНЫЙ ОТКЛОНЕНИЕ
136571-N,136571-N-197103,СЕКСУАЛЬНОЕ ИЗВРАЩЕНИЕ
136571-N,136571-N-745459,СЕКСУАЛЬНЫЙ ДЕВИАЦИЯ
136571-N,136571-N-197102,ПОЛОВОЙ ИЗВРАЩЕНИЕ
113297-N,113297-N-134597,ВЛАГАЛИЩЕ
113297-N,113297-N-195447,ВАГИНА
6178-N,6178-N-104553,КАДМИЙ
868-N,868-N-726953,УВОЛЬНЕНИЕ СОТРУДНИК
868-N,868-N-113290,УВОЛЬНЕНИЕ
868-N,868-N-680253,РАСТОРЖЕНИЕ ТРУДОВОЙ ДОГОВОР
868-N,868-N-145051,ОСВОБОЖДЕНИЕ
868-N,868-N-212716,ПОТЕРЯ РАБОТА
868-N,868-N-214369,ВЫСВОБОЖДЕНИЕ РАБОТНИК
868-N,868-N-198221,УВОЛЬНЕНИЕ С РАБОТА
868-N,868-N-687863,УВОЛЬНЕНИЕ РАБОТНИК
868-N,868-N-156386,УХОД
868-N,868-N-680252,ПРЕКРАЩЕНИЕ ТРУДОВОЙ ОТНОШЕНИЕ
123911-N,123911-N-167497,ЛИЛИПУТ
123911-N,123911-N-167496,КАРЛИЦА
123911-N,123911-N-167495,КАРЛИК
123911-N,123911-N-167498,ЛИЛИПУТКА
5796-N,5796-N-120274,ОТМОРОЖЕНИЕ
5796-N,5796-N-107788,ОБМОРОЖЕНИЕ
144032-N,144032-N-735577,РЕЗКИЙ ПАДЕНИЕ
144032-N,144032-N-146017,ПАДЕНИЕ
144032-N,144032-N-143841,ОБВАЛ
144032-N,144032-N-144291,ОБРУШЕНИЕ
144032-N,144032-N-760022,СКАЧКООБРАЗНЫЙ СНИЖЕНИЕ
149882-N,149882-N-737871,УПАДОК МОРАЛЬ
149882-N,149882-N-146017,ПАДЕНИЕ
149882-N,149882-N-729079,ПАДЕНИЕ НРАВСТВЕННОСТЬ
149882-N,149882-N-729078,ПАДЕНИЕ МОРАЛЬ
149882-N,149882-N-729493,КОРРОЗИЯ ДУША
149882-N,149882-N-729077,МОРАЛЬНЫЙ ПАДЕНИЕ
149882-N,149882-N-181603,МОРАЛЬНЫЙ РАЗЛОЖЕНИЕ
149882-N,149882-N-729075,НРАВСТВЕННЫЙ ПАДЕНИЕ
149882-N,149882-N-743551,НРАВСТВЕННЫЙ РАЗВРАЩЕНИЕ
149882-N,149882-N-757056,НРАВСТВЕННЫЙ РАЗЛОЖЕНИЕ
149882-N,149882-N-743552,УПАДОК НРАВСТВЕННОСТЬ
149882-N,149882-N-737870,УПАДОК НРАВ
149882-N,149882-N-729492,НРАВСТВЕННЫЙ РАЗРУШЕНИЕ
149882-N,149882-N-737869,НРАВСТВЕННЫЙ УПАДОК
107447-N,107447-N-146017,ПАДЕНИЕ
107447-N,107447-N-146012,ПАДАНИЕ
130808-N,130808-N-746350,ДЕПИЛЯЦИЯ ВОЛОС
130808-N,130808-N-198799,ЭПИЛЯЦИЯ
130808-N,130808-N-746351,ЭПИЛЯЦИЯ ВОЛОС
130808-N,130808-N-181604,ДЕПИЛЯЦИЯ
119425-N,119425-N-135794,ВЯЛОСТЬ
119425-N,119425-N-196398,ВЯЛОВАТОСТЬ
119425-N,119425-N-201621,С ПРОХЛАДЦА
118752-N,118752-N-135794,ВЯЛОСТЬ
118752-N,118752-N-137325,ДРЯБЛОСТЬ
112902-N,112902-N-735836,ФИЗИОЛОГИЧЕСКИЙ НЕНАВИСТЬ
112902-N,112902-N-144749,ОМЕРЗЕНИЕ
112902-N,112902-N-175419,ТОШНОТА
112902-N,112902-N-145311,ОТВРАЩЕНИЕ
112902-N,112902-N-735835,ФИЗИОЛОГИЧЕСКИЙ ОТВРАЩЕНИЕ
112902-N,112902-N-712804,ЧУВСТВО ОТВРАЩЕНИЕ
106791-N,106791-N-155290,ТРЕВОГА
106791-N,106791-N-170170,БЕСПОКОЙНОСТЬ
106791-N,106791-N-133547,БЕСПОКОЙСТВО
106791-N,106791-N-170168,ТРЕВОЖНОСТЬ
106791-N,106791-N-208462,ВСТРЕВОЖЕННОСТЬ
106791-N,106791-N-207789,ОБЕСПОКОЕННОСТЬ
106791-N,106791-N-155295,ТРЕВОЛНЕНИЕ
113114-N,113114-N-747863,ТРЕВОЖНЫЙ СИГНАЛ
113114-N,113114-N-152751,СИГНАЛ ТРЕВОГА
113114-N,113114-N-155290,ТРЕВОГА
135666-N,135666-N-164191,ШЕЛУШЕНИЕ
121392-N,121392-N-164191,ШЕЛУШЕНИЕ
112670-N,112670-N-134394,ВЕТРЯНОЙ ОСПА
112670-N,112670-N-168507,ВЕТРЯНКА
6962-N,6962-N-752094,ПОНИЖЕННЫЙ СЛУХ
6962-N,6962-N-178516,ТУГОУХОСТЬ
6962-N,6962-N-115567,ПОТЕРЯ СЛУХ
6962-N,6962-N-214466,ПОНИЖЕНИЕ ОСТРОТА СЛУХ
6962-N,6962-N-178517,ОСЛАБЛЕНИЕ СЛУХ
6962-N,6962-N-752093,НАРУШЕННЫЙ СЛУХ
6962-N,6962-N-107259,НАРУШЕНИЕ СЛУХ
6962-N,6962-N-116319,ДЕФЕКТ СЛУХ
6962-N,6962-N-118876,ГЛУХОТА
912-N,912-N-106141,МАРГАНЕЦ
8159-N,8159-N-102511,ГОМЕОПАТИЯ
8159-N,8159-N-723986,ГОМЕОПАТИЧЕСКИЙ ЛЕЧЕНИЕ
8159-N,8159-N-196582,ГОМЕОТЕРАПИЯ
1315-N,1315-N-115015,ИНТЕРНАЦИОНАЛЬНЫЙ ВАЛЮТА
1315-N,1315-N-101314,ВАЛЮТНЫЙ СРЕДСТВА
1315-N,1315-N-112561,ТВЕРДЫЙ ВАЛЮТА
1315-N,1315-N-101294,СВОБОДНО КОНВЕРТИРУЕМЫЙ ВАЛЮТА
1315-N,1315-N-105972,ВАЛЮТА
1315-N,1315-N-122159,ВАЛЮТНЫЙ НАКОПЛЕНИЕ
1315-N,1315-N-187236,СКВ
1315-N,1315-N-101313,ВАЛЮТНЫЙ РЕСУРС
1315-N,1315-N-107838,ОБРАТИМЫЙ ВАЛЮТА
1315-N,1315-N-735338,МИРОВОЙ ВАЛЮТА
123945-N,123945-N-700162,НАНЕСЕНИЕ ПОБОИ
123945-N,123945-N-108928,ПОБОИ
115784-N,115784-N-108928,ПОБОИ
115784-N,115784-N-191407,РУКОПРИКЛАДСТВО
115784-N,115784-N-162836,ЛУПЦОВКА
115784-N,115784-N-116176,ИЗБИЕНИЕ
115784-N,115784-N-133655,БИТЬЕ
110825-N,110825-N-145366,ОТЕК
112399-N,112399-N-155134,ТОНЗИЛЛИТ
1003-N,1003-N-107094,НАВОДНЕНИЕ
1003-N,1003-N-175858,ПОТОП
135893-N,135893-N-194963,БАРОТРАВМА
135081-N,135081-N-192718,СЛЕЗООТДЕЛЕНИЕ
135081-N,135081-N-192720,СЛЕЗОТЕЧЕНИЕ
8056-N,8056-N-114271,ЧЕРЕПНО-МОЗГОВОЙ ТРАВМА
116311-N,116311-N-198965,ПРОСКАЛЬЗЫВАНИЕ
116311-N,116311-N-153744,СОСКАЛЬЗЫВАНИЕ
119292-N,119292-N-195587,ВЗБРЫКИВАНИЕ
119292-N,119292-N-193528,УПРЯМСТВО
119292-N,119292-N-159060,ЛОМАНЬЕ
119292-N,119292-N-710518,ОСЛИНЫЙ УПРЯМСТВО
118777-N,118777-N-734855,УПРЯМСТВО В ДОСТИЖЕНИЕ
118777-N,118777-N-193528,УПРЯМСТВО
118777-N,118777-N-734854,УПОРСТВО В ДОСТИЖЕНИЕ ЦЕЛЬ
118777-N,118777-N-154961,ТЕРПЕНИЕ
118777-N,118777-N-156085,УПОРСТВО
118777-N,118777-N-156082,УПОРНОСТЬ
144897-N,144897-N-729732,ВСПЛЕСК ЧУВСТВО
144897-N,144897-N-687696,ПРИСТУП ЧУВСТВО
144897-N,144897-N-149451,ПРИСТУП
144897-N,144897-N-123628,ПРИПАДОК
144897-N,144897-N-687695,ПАРОКСИЗМ
144897-N,144897-N-166469,ВСПЛЕСК
115665-N,115665-N-149451,ПРИСТУП
115665-N,115665-N-707259,ШТУРМ УКРЕПЛЕНИЕ
115665-N,115665-N-707260,ШТУРМ ПОЗИЦИЯ
115665-N,115665-N-114421,ШТУРМ
109636-N,109636-N-149451,ПРИСТУП
109636-N,109636-N-149452,ПРИСТУП БОЛЕЗНЬ
109636-N,109636-N-687695,ПАРОКСИЗМ
4880-N,4880-N-690733,ОЖОГОВЫЙ ТРАВМА
4880-N,4880-N-690734,ОЖОГОВЫЙ ПОВРЕЖДЕНИЕ
4880-N,4880-N-108000,ОЖОГ
2046-N,2046-N-762253,ЗАРАЖЕНИЕ ВИРУС
2046-N,2046-N-122047,ИНФЕКЦИОННО-ВИРУСНЫЙ БОЛЕЗНЬ
2046-N,2046-N-691499,ИНФЕКЦИОННО-ВИРУСНЫЙ ЗАБОЛЕВАНИЕ
2046-N,2046-N-134544,ВИРУСНЫЙ ЗАБОЛЕВАНИЕ
2046-N,2046-N-195862,ВИРУСНЫЙ ИНФЕКЦИЯ
2046-N,2046-N-101551,ВИРУСНЫЙ БОЛЕЗНЬ
148428-N,148428-N-720374,НЕВНЯТНЫЙ РЕЧЬ
148428-N,148428-N-720373,НЕРАЗБОРЧИВЫЙ РЕЧЬ
8901-N,8901-N-184165,ГРУДНОЙ КОРМЛЕНИЕ
8901-N,8901-N-758577,ПРИКЛАДЫВАНИЕ РЕБЕНОК К ГРУДЬ
8901-N,8901-N-758578,ПРИКЛАДЫВАНИЕ МЛАДЕНЕЦ К ГРУДЬ
8901-N,8901-N-116957,ГРУДНОЙ ВСКАРМЛИВАНИЕ
8901-N,8901-N-702090,ЕСТЕСТВЕННЫЙ ВСКАРМЛИВАНИЕ
8901-N,8901-N-184166,КОРМЛЕНИЕ ГРУДЬ
106928-N,106928-N-137496,ЖАЖДА
106928-N,106928-N-759078,ОЩУЩЕНИЕ ЖАЖДА
106927-N,106927-N-759076,СИЛЬНЫЙ ЖЕЛАНИЕ
106927-N,106927-N-138900,ЗУД
106927-N,106927-N-137496,ЖАЖДА
8799-N,8799-N-755466,КИЛЛЕРСТВО
8799-N,8799-N-217541,УБИЙСТВО ПО НАЕМ
8799-N,8799-N-700224,НАЕМНЫЙ УБИЙСТВО
8799-N,8799-N-116538,ЗАКАЗНОЙ УБИЙСТВО
147153-N,147153-N-711954,НЕРВНЫЙ АНОРЕКСИЯ
147153-N,147153-N-711953,АНОРЕКСИЯ
142786-N,142786-N-699417,ТРАВМАТИЧЕСКИЙ СИНДРОМ
142786-N,142786-N-699416,ТРАВМАТИЧЕСКИЙ НЕВРОЗ
142786-N,142786-N-669633,ПОСТТРАВМАТИЧЕСКИЙ НЕВРОЗ
142786-N,142786-N-669634,ПОСТТРАВМАТИЧЕСКИЙ СИНДРОМ
142786-N,142786-N-683869,ПОСТТРАВМАТИЧЕСКИЙ РАССТРОЙСТВО
8187-N,8187-N-138926,ИГЛОУКАЛЫВАНИЕ
8187-N,8187-N-167945,ИГЛОРЕФЛЕКСОТЕРАПИЯ
8187-N,8187-N-104081,ИГЛОТЕРАПИЯ
8187-N,8187-N-100343,АКУПУНКТУРА
8216-N,8216-N-107202,НАРКОЗ
8216-N,8216-N-119899,ОБЩИЙ АНЕСТЕЗИЯ
9278-N,9278-N-119598,АМПУТАЦИЯ
9224-N,9224-N-691498,РЕСПИРАТОРНЫЙ ВИРУСНЫЙ ЗАБОЛЕВАНИЕ
9224-N,9224-N-118404,ОСТРЫЙ РЕСПИРАТОРНЫЙ ЗАБОЛЕВАНИЕ
9224-N,9224-N-691494,ОСТРЫЙ РЕСПИРАТОРНЫЙ ВИРУСНЫЙ ЗАБОЛЕВАНИЕ
9224-N,9224-N-691495,РЕСПИРАТОРНО-ВИРУСНЫЙ ИНФЕКЦИЯ
9224-N,9224-N-122124,ОСТРЫЙ РЕСПИРАТОРНЫЙ ИНФЕКЦИЯ
9224-N,9224-N-691493,ОСТРЫЙ РЕСПИРАТОРНЫЙ ВИРУСНЫЙ ИНФЕКЦИЯ
9224-N,9224-N-691496,ОСТРЫЙ ИНФЕКЦИЯ ДЫХАТЕЛЬНЫЙ ПУТЬ
9224-N,9224-N-182511,ОСТРЫЙ ИНФЕКЦИЯ ВЕРХНИЙ ДЫХАТЕЛЬНЫЙ ПУТЬ
9224-N,9224-N-182510,ОРВИ
9224-N,9224-N-182509,ОРВ
